category,is_known,true_label,prediction,max_softmax,entropy,energy,odin,mahalanobis
Elanus_caeruleus,1,30,30,0.9782427,-0.12982532,12.106789,0.01332439,-33.353424072265625
Bubo_sumatranus,0,-1,0,0.20449461,-2.9532628,5.071614,0.013218525,-31.038585662841797
Prinia_flaviventris,1,58,58,0.99960214,-0.0036620838,16.937403,0.0133872125,-26.415496826171875
Hierococcyx_fugax,0,-1,27,0.4344854,-1.322213,8.696145,0.013262291,-35.64240646362305
Hemiprocne_comata,0,-1,65,0.6358657,-1.6301683,6.588975,0.013243646,-36.35248947143555
Tringa_ochropus,1,71,71,1.0,-1.10754e-08,27.193674,0.013531941,-24.59837532043457
Dicrurus_paradiseus,1,28,28,1.0,-5.6220347e-08,30.814411,0.013569506,-34.9592170715332
Anthus_rufulus,0,-1,41,0.44248846,-1.555763,8.483241,0.013258002,-39.78926086425781
Limosa_limosa,1,43,43,0.99791163,-0.015376289,17.522812,0.013399381,-28.178945541381836
Phylloscopus_coronatus,0,-1,0,0.20030464,-2.8981206,5.590101,0.013216852,-35.31416320800781
Gallicrex_cinerea,0,-1,12,0.9950563,-0.041383702,13.131459,0.013333027,-45.86876678466797
Acrocephalus_orientalis,1,2,2,0.99998033,-0.00025419585,21.16183,0.013436804,-39.105186462402344
Acrocephalus_bistrigiceps,1,1,1,1.0,-5.2080316e-07,24.86476,0.013497235,-33.14628601074219
Pernis_ptilorhynchus,0,-1,51,0.91860914,-0.3218971,10.927616,0.013313344,-41.915283203125
Egretta_garzetta,1,29,29,0.84409595,-0.43491417,14.157079,0.013355456,-31.130155563354492
Arenaria_interpres,1,10,10,1.0,-8.504721e-08,28.767561,0.013545231,-27.294322967529297
Falco_tinnunculus,1,33,33,0.7354539,-1.153088,8.670392,0.013270853,-38.73530578613281
Larvivora_cyane,0,-1,4,0.8627044,-0.7170634,8.562848,0.013277018,-44.08205795288086
Egretta_garzetta,1,29,29,0.9998971,-0.001049841,20.803349,0.01344628,-31.318323135375977
Orthotomus_atrogularis,1,51,51,1.0,-1.2126711e-10,32.89836,0.013599902,-32.351314544677734
Phylloscopus_coronatus,0,-1,27,0.9875852,-0.100048155,10.148001,0.013292624,-43.502254486083984
Hirundo_rustica,1,40,40,1.0,-3.8711184e-07,26.259102,0.013521312,-19.891828536987305
Gallinago_gallinago,1,34,34,0.9952773,-0.0390254,11.689944,0.013324047,-30.863309860229492
Pellorneum_malaccense,0,-1,65,0.4529171,-1.7064157,7.411356,0.013251955,-41.09952926635742
Dicrurus_leucophaeus,1,27,27,0.9997049,-0.0030564354,16.824863,0.013381338,-35.690616607666016
Poliolimnas_cinereus,0,-1,0,0.4317456,-1.8073022,7.6711564,0.013249866,-44.837371826171875
Mixornis_gularis,1,44,44,0.99786794,-0.01926548,13.927699,0.013345451,-39.47012710571289
Pitta_moluccensis,0,-1,28,0.4587383,-1.4714849,8.698951,0.01326797,-35.69975662231445
Elanus_caeruleus,1,30,30,0.9999999,-3.822668e-06,22.076286,0.013457664,-30.92072868347168
Psittacula_krameri,1,60,60,0.9997131,-0.0028810962,15.448302,0.013365537,-25.857547760009766
Vanellus_indicus,1,74,74,1.0,-2.504547e-09,31.89063,0.013584449,-22.11663055419922
Passer_montanus,1,54,54,0.99991584,-0.0010078561,16.749483,0.013382314,-31.10993194580078
Ardea_alba,1,7,7,0.99843043,-0.015686031,11.477145,0.013322034,-20.3491153717041
Psittacula_krameri,1,60,60,0.9999957,-6.5244734e-05,18.640078,0.0134203695,-35.055599212646484
Spilornis_cheela,1,65,65,1.0,-1.3275706e-08,31.55446,0.01359883,-30.787025451660156
Picus_vittatus,0,-1,55,0.29335925,-2.7305717,5.933816,0.013224148,-35.15365982055664
Calidris_ferruginea,1,15,15,0.999998,-2.991717e-05,22.443573,0.013480377,-19.80322265625
Eurystomus_orientalis,0,-1,64,0.21016149,-2.357586,7.8727493,0.013238096,-37.207279205322266
Spilopelia_chinensis,1,64,64,1.0,-2.2884368e-08,28.724268,0.013547076,-34.91438674926758
Chlidonias_hybrida,1,21,0,0.49158576,-1.3386312,7.392372,0.01325699,-31.579551696777344
Larvivora_cyane,0,-1,45,0.8166357,-0.9741762,7.2617345,0.0132651385,-36.33734893798828
Orthotomus_ruficeps,0,-1,51,0.9954224,-0.0342442,11.966807,0.013319196,-30.945194244384766
Pluvialis_squatarola,1,57,57,0.9271222,-0.39523476,8.512616,0.013284845,-25.65178871154785
Muscicapa_dauurica,0,-1,24,0.3700961,-1.8680044,8.201268,0.013249496,-38.6837158203125
Gallinago_megala,0,-1,63,0.2729815,-2.230371,6.770104,0.013233535,-34.05689239501953
Nycticorax_nycticorax,1,50,50,1.0,-9.77088e-07,24.019894,0.0134948585,-16.45903205871582
Cacomantis_merulinus,1,12,12,0.99999917,-1.2571552e-05,22.29117,0.013462611,-36.3787841796875
Lanius_cristatus,0,-1,18,0.16336696,-3.1196866,5.7362776,0.0132127,-30.081432342529297
Motacilla_tschutschensis,1,46,46,0.99999404,-8.291505e-05,19.77659,0.01342761,-31.283403396606445
Chalcophaps_indica,0,-1,18,0.8838508,-0.53961354,10.568775,0.013299818,-49.82172393798828
Loriculus_galgulus,0,-1,22,0.88791656,-0.44694436,10.373115,0.01329721,-29.192825317382812
Charadrius_mongolus,0,-1,48,0.22060414,-2.521198,7.3051815,0.013228067,-33.829185485839844
Falco_tinnunculus,1,33,33,0.9992855,-0.006373538,14.791911,0.013363586,-33.79072952270508
Hieraaetus_pennatus,0,-1,33,0.19754313,-2.697445,5.458703,0.013224609,-28.513574600219727
Amaurornis_phoenicurus,1,6,6,0.9999999,-3.9707456e-06,24.536427,0.013479267,-31.69485092163086
Butorides_striata,1,11,11,0.9999335,-0.00087787455,15.585367,0.013375689,-35.15139389038086
Eurystomus_orientalis,0,-1,62,0.2850563,-2.0790186,7.273382,0.0132419625,-37.72352981567383
Psilopogon_haemacephalus,1,59,59,0.9999995,-8.41982e-06,21.4997,0.013448907,-28.8673152923584
Hemiprocne_longipennis,0,-1,28,0.32690096,-2.750513,4.933297,0.013221879,-26.05638885498047
Hypothymis_azurea,1,41,41,0.99999976,-3.7349841e-06,22.454378,0.013454822,-30.384552001953125
Spilornis_cheela,1,65,65,0.9999927,-9.598e-05,24.30731,0.013498312,-42.21364974975586
Dicrurus_paradiseus,1,28,28,1.0,-1.02121e-09,33.459225,0.01359907,-35.377437591552734
Pycnonotus_jocosus,1,61,61,0.9999999,-3.4808613e-06,24.116394,0.01347857,-31.228740692138672
Sterna_sumatrana,0,-1,62,0.5449634,-1.1758575,8.518751,0.013267701,-25.941869735717773
Xenus_cinereus,0,-1,72,0.9985813,-0.014434027,12.549198,0.013329762,-36.99496841430664
Micropternus_brachyurus,0,-1,27,0.9537598,-0.25257254,10.596435,0.013305797,-36.69308090209961
Falco_peregrinus,1,32,32,0.9999999,-2.2620784e-06,22.04154,0.013457525,-23.919437408447266
Corvus_splendens,1,25,25,0.9999962,-6.392879e-05,17.800259,0.013399828,-24.021312713623047
Hypothymis_azurea,1,41,41,0.999998,-2.866445e-05,22.523848,0.013457032,-28.18673324584961
Aethopyga_siparaja,0,-1,55,0.5135697,-1.0846838,11.42454,0.013294366,-48.0935173034668
Surniculus_lugubris,0,-1,12,0.7295717,-1.2013495,7.3268604,0.013257345,-42.18734359741211
Aegithina_tiphia,1,4,4,1.0,-2.1633878e-07,26.274368,0.013508945,-40.47441482543945
Limosa_lapponica,1,42,42,0.8396457,-0.440535,16.550426,0.013387836,-21.84099006652832
Anthracoceros_malayanus,0,-1,65,0.4672316,-2.1547713,6.349295,0.013238623,-25.74349594116211
Pycnonotus_plumosus,0,-1,52,0.35398647,-1.96383,7.4143596,0.013250638,-32.36785888671875
Cyanoptila_cyanomelana,0,-1,1,0.3001756,-2.1266499,6.955416,0.01323199,-38.7126350402832
Haliaeetus_ichthyaetus,0,-1,28,0.70481926,-0.8192715,9.40905,0.013280745,-37.603275299072266
Egretta_garzetta,1,29,29,0.99999964,-6.377466e-06,22.382452,0.013473067,-32.34188461303711
Centropus_bengalensis,0,-1,18,0.23951206,-2.6633036,6.0909095,0.0132298805,-26.92034149169922
Arachnothera_longirostra,0,-1,52,0.999589,-0.004429046,15.719977,0.013369878,-35.911705017089844
Limosa_lapponica,1,42,48,0.11476534,-3.4556031,4.2130632,0.0132013,-21.993000030517578
Ardea_alba,1,7,7,0.99999785,-3.182571e-05,21.786581,0.013451941,-26.501068115234375
Gelochelidon_nilotica,1,37,37,1.0,-1.9041437e-07,28.317877,0.013544633,-24.818483352661133
Alcedo_atthis,1,5,5,0.9997981,-0.0019418955,21.805275,0.013453678,-42.669490814208984
Tachybaptus_ruficollis,1,68,68,0.99985874,-0.0015044692,18.9525,0.013414156,-36.6053466796875
Centropus_bengalensis,0,-1,47,0.56932145,-1.3351976,7.439698,0.013260226,-32.94440841674805
Corvus_splendens,1,25,25,1.0,-3.5493264e-07,26.864935,0.013525203,-30.322023391723633
Cypsiurus_balasiensis,0,-1,47,0.5963084,-1.6895199,7.065091,0.013251651,-30.12820053100586
Ardea_alba,1,7,7,0.9999807,-0.00025431224,18.67186,0.013413036,-36.64305877685547
Rallina_eurizonoides,0,-1,36,0.9464339,-0.28891903,11.207111,0.01331047,-53.92148971557617
Hierococcyx_nisicolor,0,-1,27,0.9783004,-0.12059677,15.190701,0.01335498,-49.78285217285156
Anthus_rufulus,0,-1,28,0.98453856,-0.12340393,10.35363,0.0132961115,-37.83696746826172
Columba_livia,1,23,23,0.9999999,-3.5469457e-06,22.373474,0.013456345,-35.877113342285156
Pluvialis_squatarola,1,57,57,0.98697644,-0.08714224,12.8342285,0.013337112,-29.732166290283203
Dicaeum_cruentatum,0,-1,4,0.34444347,-2.311555,6.534443,0.013231692,-39.25577163696289
Phylloscopus_borealis,1,56,56,1.0,-6.772485e-07,22.242186,0.013471247,-20.612838745117188
Acridotheres_tristis,1,0,0,1.0,-1.9388975e-07,27.789959,0.013532927,-36.00926208496094
Orthotomus_ruficeps,0,-1,51,0.99776495,-0.016673204,15.361638,0.013364115,-44.93775939941406
Limosa_lapponica,1,42,42,0.99986506,-0.0015498308,16.02958,0.013382303,-25.860273361206055
Chalcophaps_indica,0,-1,12,0.71226144,-1.1195127,8.98987,0.013275593,-36.91666793823242
Calidris_ferruginea,1,15,15,0.99999785,-3.2796543e-05,19.640312,0.013442644,-26.636428833007812
Motacilla_tschutschensis,1,46,46,0.9999993,-1.0460016e-05,26.338299,0.013513868,-34.38664627075195
Cyanoptila_cyanomelana,0,-1,5,0.3011889,-2.2507668,5.976288,0.0132428715,-35.4735221862793
Strix_leptogrammica,0,-1,35,0.25145936,-2.4018264,6.4513845,0.013239642,-35.28457260131836
Acridotheres_tristis,1,0,0,0.9999672,-0.00042988628,17.370266,0.013390514,-40.50824737548828
Leptocoma_brasiliana,0,-1,22,0.43499568,-2.2245378,6.964613,0.013240399,-45.673316955566406
Himantopus_himantopus,1,39,39,0.99998784,-0.00016470501,19.115543,0.013423413,-24.34415626525879
Pluvialis_squatarola,1,57,57,0.7093654,-1.477597,6.3743525,0.013252091,-39.07769775390625
Arachnothera_longirostra,0,-1,41,0.6095759,-1.4733592,9.347638,0.013270671,-40.32650375366211
Charadrius_mongolus,0,-1,48,0.16344327,-3.1569152,6.3112125,0.013213344,-33.3116569519043
Phylloscopus_coronatus,0,-1,65,0.18108039,-2.9985096,5.590374,0.013214151,-36.62510681152344
Butorides_striata,1,11,11,0.9458463,-0.27441648,12.12962,0.013315816,-43.47594451904297
Actitis_hypoleucos,1,3,3,0.9994103,-0.0060684094,14.225349,0.0133528905,-34.40291213989258
Treron_vernans,0,-1,61,0.2491506,-2.422326,7.066153,0.013232301,-36.71245574951172
Calidris_ferruginea,1,15,62,0.5279822,-1.3702719,7.337785,0.013259193,-22.18235206604004
Ardea_cinerea,1,8,8,0.9999901,-0.00012909496,20.279568,0.0134340115,-23.255611419677734
Orthotomus_ruficeps,0,-1,51,0.9999895,-0.00014751968,19.152082,0.013413228,-31.05655860900879
Psittacula_krameri,1,60,71,0.76494366,-1.0743935,7.614746,0.01326394,-45.852603912353516
Acrocephalus_orientalis,1,2,2,1.0,-1.1396738e-09,35.776268,0.013635068,-46.025516510009766
Anthreptes_malacensis,0,-1,22,0.6564326,-1.1356668,10.317587,0.013291421,-43.09973907470703
Tringa_nebularia,1,70,70,0.87564105,-0.6319428,8.273241,0.013274374,-29.882585525512695
Pandion_haliaetus,1,53,53,0.9999987,-2.0019266e-05,22.001972,0.013471867,-29.893463134765625
Chrysophlegma_miniaceum,0,-1,42,0.62454224,-1.0287071,10.0256,0.013289832,-38.568885803222656
Ficedula_zanthopygia,0,-1,1,0.96045685,-0.23813045,10.5643215,0.013306521,-39.712974548339844
Larvivora_cyane,0,-1,29,0.37024686,-1.9582288,7.3338814,0.013250407,-41.46056365966797
Strix_leptogrammica,0,-1,47,0.80144656,-0.8606728,8.919648,0.013289463,-36.77629089355469
Pitta_megarhyncha,0,-1,65,0.72412413,-1.0584216,8.060891,0.013268152,-36.73667526245117
Terpsiphone_affinis,0,-1,41,0.9792083,-0.14162943,10.744192,0.013305662,-30.457517623901367
Falco_tinnunculus,1,33,33,1.0,-1.7729025e-07,25.114359,0.013509136,-32.69703674316406
Aegithina_tiphia,1,4,4,0.99997187,-0.0003760246,18.083729,0.013408549,-44.4219970703125
Lanius_cristatus,0,-1,1,0.68491995,-1.1432419,7.6009207,0.013264824,-29.81159019470215
Prinia_flaviventris,1,58,58,1.0,-8.4172704e-11,35.48013,0.013636342,-21.585315704345703
Dicrurus_leucophaeus,1,27,27,0.9999958,-5.86079e-05,21.748457,0.0134468,-44.87731170654297
Calidris_alba,1,13,13,0.61891425,-1.608105,7.073685,0.01325425,-36.563377380371094
Alcedo_atthis,1,5,5,1.0,-1.6760269e-07,24.954922,0.013506009,-30.500215530395508
Pluvialis_squatarola,1,57,57,1.0,-3.986351e-07,24.394691,0.013510878,-24.380868911743164
Psittacula_krameri,1,60,60,0.5383643,-1.1184099,8.673022,0.013269532,-35.64057540893555
Leptocoma_calcostetha,0,-1,22,0.679932,-1.2833833,7.9905586,0.0132613415,-39.382347106933594
Caprimulgus_affinis,0,-1,47,0.48427698,-1.0183371,10.271026,0.013291293,-36.482078552246094
Chlidonias_hybrida,1,21,21,0.9999995,-7.3682995e-06,21.424194,0.013449237,-22.852458953857422
Falco_tinnunculus,1,33,33,0.9683639,-0.14553839,14.406238,0.0133495815,-36.567623138427734
Numenius_phaeopus,1,49,49,1.0,-1.3113661e-06,23.367792,0.013476667,-19.586885452270508
Falco_peregrinus,1,32,46,0.71052206,-1.4886429,6.1001396,0.013246621,-32.38406753540039
Spatula_querquedula,1,63,63,1.0,-5.0392634e-07,25.23152,0.013515531,-22.695560455322266
Tringa_ochropus,1,71,71,0.9999976,-4.0691335e-05,19.139647,0.013415397,-33.34102249145508
Egretta_garzetta,1,29,29,0.9999695,-0.00038047344,16.339989,0.013393346,-33.6225700378418
Motacilla_tschutschensis,1,46,46,1.0,-7.3447694e-07,28.2309,0.013542376,-17.183727264404297
Psilopogon_haemacephalus,1,59,59,0.99999976,-5.3340955e-06,22.42575,0.013456035,-34.1766242980957
Arachnothera_longirostra,0,-1,44,0.5622534,-1.4744134,8.63983,0.013273767,-40.93910598754883
Numenius_arquata,1,48,48,0.6116395,-1.1080033,8.723236,0.013295386,-31.760774612426758
Orthotomus_sericeus,0,-1,58,0.76242995,-0.97495747,9.404438,0.013282496,-46.51564025878906
Zapornia_pusilla,1,75,75,0.99990535,-0.0010726277,16.994026,0.013389919,-38.10316467285156
Tringa_glareola,1,69,37,0.2968105,-1.8830646,7.535364,0.013253918,-34.61311340332031
Charadrius_mongolus,0,-1,15,0.99908566,-0.0074715456,18.523764,0.013418626,-37.832427978515625
Pycnonotus_jocosus,1,61,61,0.99999833,-2.7703634e-05,20.936459,0.013439485,-32.484683990478516
Psilopogon_haemacephalus,1,59,59,1.0,-4.3851992e-07,26.599337,0.013515185,-33.6097526550293
Corvus_macrorhynchos,1,24,24,0.99997544,-0.0003151679,19.696117,0.013417228,-27.88973045349121
Psittacula_krameri,1,60,60,0.9885882,-0.09346398,10.452773,0.013298512,-37.90241241455078
Himantopus_himantopus,1,39,39,1.0,-8.560085e-07,23.479021,0.013480823,-20.44417381286621
Spilornis_cheela,1,65,65,0.9999418,-0.000722281,17.085718,0.01339279,-45.72611999511719
Gelochelidon_nilotica,1,37,49,0.8302037,-0.5795616,9.527283,0.013289099,-38.1616096496582
Tringa_stagnatilis,0,-1,70,0.35651293,-2.0461886,6.525806,0.013237841,-23.880813598632812
Mycteria_leucocephala,0,-1,32,0.6773814,-1.5039117,7.1573324,0.013250652,-32.813228607177734
Hemiprocne_longipennis,0,-1,74,0.9881511,-0.07647621,11.781021,0.013319548,-33.180564880371094
Psittacula_krameri,1,60,60,0.998475,-0.013581885,14.558259,0.013355393,-36.78657150268555
Limosa_lapponica,1,42,42,0.99998975,-0.00014294274,19.622282,0.0134268515,-31.662466049194336
Phylloscopus_coronatus,0,-1,44,0.9439619,-0.34446684,9.558906,0.013289398,-43.840511322021484
Limosa_limosa,1,43,43,0.99998295,-0.00020625336,21.81327,0.0134542445,-28.247081756591797
Hypothymis_azurea,1,41,41,0.9999999,-2.6657742e-06,26.01956,0.01350537,-34.885982513427734
Malacocincla_abbotti,0,-1,27,0.21934484,-2.5527885,7.0683594,0.013230399,-37.63088607788086
Pluvialis_squatarola,1,57,57,0.9420024,-0.24615169,12.28767,0.013348599,-39.76839828491211
Caprimulgus_jotaka,0,-1,11,0.8519925,-0.80451083,8.057364,0.013269377,-32.9839973449707
Numenius_arquata,1,48,48,0.9999858,-0.00020698011,17.360838,0.013404672,-36.77310562133789
Vanellus_indicus,1,74,74,1.0,-6.0191206e-11,32.718426,0.013604895,-13.617015838623047
Pandion_haliaetus,1,53,53,0.9999989,-1.6820715e-05,22.367271,0.013465799,-31.253923416137695
Spatula_querquedula,1,63,63,0.9999987,-2.16691e-05,20.773075,0.013440689,-42.2484130859375
Butorides_striata,1,11,11,0.9989248,-0.010014966,13.441318,0.013351372,-36.505550384521484
Cyanoptila_cyanomelana,0,-1,31,0.49984324,-1.7733535,8.087812,0.013256822,-38.04206848144531
Mulleripicus_pulverulentus,0,-1,4,0.5347593,-1.9329311,6.7102404,0.013241134,-38.48784637451172
Corvus_macrorhynchos,1,24,0,0.7173057,-1.381737,6.8640513,0.0132506,-37.267250061035156
Limosa_limosa,1,43,43,0.99999046,-0.00012829479,20.698622,0.013443635,-24.63410758972168
Halcyon_pileata,0,-1,38,0.57647866,-1.4322858,8.06013,0.013255376,-42.3873405456543
Lanius_cristatus,0,-1,0,0.7158978,-1.1813138,8.242157,0.013263399,-36.77872085571289
Hierococcyx_nisicolor,0,-1,36,0.27838433,-2.1599054,6.9530497,0.01324178,-41.19300842285156
Ardea_alba,1,7,7,0.841804,-0.58296436,11.249744,0.013315703,-43.045860290527344
Sterna_sumatrana,0,-1,11,0.5890678,-1.4641501,9.257322,0.013273485,-36.752445220947266
Motacilla_cinerea,1,45,45,0.9999747,-0.00029464794,22.406322,0.013462626,-29.454177856445312
Dicrurus_paradiseus,1,28,28,1.0,-3.184609e-07,26.590878,0.013508885,-36.41059875488281
Hierococcyx_sparverioides,0,-1,7,0.67180794,-1.3625643,8.612147,0.013267627,-40.534297943115234
Charadrius_dubius,1,20,20,0.9953584,-0.039556183,11.14605,0.0133157475,-26.623512268066406
Larvivora_cyane,0,-1,65,0.55776167,-1.8272339,6.669365,0.013243729,-29.692787170410156
Aethopyga_siparaja,0,-1,28,0.5794089,-1.4214944,8.068134,0.01326007,-40.375732421875
Lanius_cristatus,0,-1,1,0.82591945,-0.47342908,13.786683,0.01333643,-43.184349060058594
Pelargopsis_capensis,1,55,55,1.0,-2.8172802e-09,30.095575,0.013561087,-25.565153121948242
Dicrurus_macrocercus,0,-1,52,0.7756565,-0.7697638,9.609802,0.013284984,-40.05790328979492
Ardeola_speciosa,0,-1,1,0.3509267,-1.9250515,8.2167845,0.013258276,-45.53273391723633
Limosa_lapponica,1,42,42,0.99978393,-0.0023568799,15.6797085,0.013378172,-20.50113296508789
Dendrocygna_javanica,0,-1,6,0.5745562,-1.1435513,8.754416,0.013270005,-32.325138092041016
Accipiter_trivirgatus,0,-1,48,0.14876427,-3.030346,4.8262305,0.013214239,-28.483070373535156
Pycnonotus_jocosus,1,61,61,1.0,-7.722461e-07,24.165138,0.013477923,-29.049617767333984
Psilopogon_haemacephalus,1,59,59,1.0,-1.3285782e-12,39.713936,0.013692031,-24.951000213623047
Todiramphus_chloris,0,-1,0,0.55408776,-1.5301455,7.5592256,0.013257725,-44.29732131958008
Spatula_clypeata,1,62,62,1.0,-1.085034e-10,36.958145,0.013657364,-33.69171142578125
Tringa_stagnatilis,0,-1,69,0.52085644,-1.6743109,6.6604834,0.013248735,-30.42355728149414
Charadrius_dubius,1,20,20,0.9999999,-2.6927414e-06,25.371899,0.013497611,-36.77547836303711
Spatula_querquedula,1,63,63,0.9999994,-1.1752287e-05,19.147583,0.013430115,-25.094453811645508
Halcyon_smyrnensis,1,38,38,0.99999833,-2.8374496e-05,20.63502,0.013438502,-35.92499542236328
Anthreptes_malacensis,0,-1,65,0.90225905,-0.39677787,12.255491,0.013331752,-41.4450569152832
Malacocincla_abbotti,0,-1,52,0.87809926,-0.5728187,10.779446,0.0132905785,-37.26549530029297
Corvus_macrorhynchos,1,24,24,0.9996055,-0.0043769325,14.848989,0.013360429,-33.53700637817383
Caprimulgus_affinis,0,-1,75,0.92761284,-0.3997264,10.973918,0.013311962,-44.57515335083008
Dicrurus_paradiseus,1,28,28,1.0,-1.2248264e-09,31.796217,0.0135772,-42.9884147644043
Ninox_scutulata,1,47,47,1.0,-6.5428765e-08,27.996584,0.013537443,-25.54578399658203
Motacilla_tschutschensis,1,46,46,0.99999976,-4.1753237e-06,22.476814,0.013468372,-21.062847137451172
Lanius_cristatus,0,-1,9,0.32889324,-2.6808677,5.431217,0.013227542,-32.25002670288086
Pelargopsis_capensis,1,55,55,1.0,-5.9965926e-09,35.146774,0.013626042,-31.320850372314453
Gallinago_gallinago,1,34,34,0.9999999,-2.6205144e-06,26.13462,0.013504967,-26.729555130004883
Aplonis_panayensis,0,-1,12,0.32012784,-2.3984885,6.467276,0.013235989,-32.88153076171875
Pluvialis_squatarola,1,57,57,0.49059716,-1.4483435,7.2874403,0.01327761,-24.132600784301758
Columba_livia,1,23,23,0.9999354,-0.00079105207,18.086723,0.013390013,-33.40293502807617
Numenius_phaeopus,1,49,49,0.9999989,-2.0081812e-05,19.358414,0.013438463,-16.08873748779297
Gallus_gallus,1,36,36,0.9999746,-0.00035953935,17.377575,0.013386272,-27.622005462646484
Aethopyga_siparaja,0,-1,12,0.4641712,-1.6279211,9.847557,0.0132860085,-43.27252197265625
Prionochilus_maculatus,0,-1,41,0.99441284,-0.035712507,18.794418,0.013405643,-39.680763244628906
Acridotheres_tristis,1,0,0,0.99823344,-0.015657507,13.3691225,0.013339116,-27.777345657348633
Anthreptes_malacensis,0,-1,65,0.28356087,-2.1704361,6.4605036,0.013239901,-29.589006423950195
Spatula_clypeata,1,62,62,0.9536432,-0.25700137,11.4176655,0.013305569,-44.489280700683594
Vanellus_indicus,1,74,74,1.0,-3.0994547e-09,29.797743,0.013554091,-23.68044090270996
Pachycephala_cinerea,0,-1,41,0.996151,-0.03599356,11.026323,0.013308456,-36.622989654541016
Strix_leptogrammica,0,-1,56,0.14340585,-2.8428707,4.5479765,0.013225214,-23.52194595336914
Dicrurus_paradiseus,1,28,28,0.9999503,-0.0006471586,17.406755,0.013388025,-35.30614471435547
